line,sentiment,n,paragraph
1,anger,1,1
1,disgust,1,1
1,fear,1,1
1,sadness,1,1
12,surprise,1,1
17,joy,1,1
19,trust,1,1
20,anger,1,1
23,anticipation,1,1
23,joy,1,1
23,surprise,1,1
23,trust,1,1
25,anger,1,1
25,trust,1,1
26,anticipation,1,1
27,anticipation,1,1
27,joy,1,1
27,trust,1,1
32,trust,1,1
33,anger,1,1
45,fear,1,1
45,sadness,1,1
49,anticipation,1,1
49,joy,1,1
50,sadness,1,1
51,anger,1,1
51,anticipation,1,1
51,disgust,1,1
51,fear,1,1
51,joy,1,1
51,sadness,1,1
51,surprise,1,1
51,trust,1,1
70,anger,1,1
70,fear,1,1
72,fear,1,1
72,sadness,1,1
75,surprise,1,1
80,fear,1,1
80,surprise,1,1
83,anger,1,1
83,anticipation,1,1
84,anticipation,1,1
84,fear,1,1
84,trust,1,1
91,anger,1,1
91,sadness,1,1
100,joy,1,1
100,sadness,1,1
106,trust,1,1
107,fear,1,1
111,fear,1,1
111,sadness,1,1
116,anticipation,1,1
117,surprise,1,1
120,anger,1,1
127,fear,1,1
127,sadness,1,1
137,anger,1,1
137,anticipation,1,1
137,disgust,1,1
137,joy,1,1
137,surprise,1,1
137,trust,1,1
138,anticipation,1,1
138,disgust,1,1
138,joy,1,1
138,surprise,1,1
138,trust,1,1
141,anticipation,1,1
141,joy,1,1
141,sadness,1,1
145,anger,1,1
145,disgust,1,1
145,fear,1,1
145,joy,1,1
145,sadness,2,1
145,surprise,1,1
148,anger,1,1
148,disgust,1,1
148,fear,1,1
148,sadness,1,1
148,surprise,1,1
149,trust,1,1
151,anger,1,2
151,disgust,1,2
151,fear,1,2
151,sadness,1,2
151,surprise,1,2
152,anticipation,1,2
153,anticipation,1,2
153,joy,1,2
153,trust,1,2
155,anger,1,2
155,fear,1,2
160,fear,1,2
160,joy,1,2
160,sadness,2,2
164,anger,1,2
164,disgust,1,2
164,fear,1,2
164,sadness,1,2
165,fear,1,2
165,sadness,1,2
176,anger,1,2
176,disgust,1,2
176,fear,1,2
176,joy,1,2
176,sadness,1,2
177,anger,1,2
177,anticipation,1,2
177,fear,1,2
177,joy,1,2
180,fear,1,2
180,sadness,1,2
183,joy,1,2
183,trust,1,2
189,anticipation,1,2
189,joy,1,2
189,surprise,1,2
189,trust,1,2
204,anger,1,2
204,disgust,1,2
204,fear,1,2
204,sadness,1,2
206,trust,1,2
207,anticipation,2,2
207,joy,2,2
207,sadness,1,2
207,surprise,1,2
208,anger,1,2
208,disgust,1,2
208,fear,1,2
208,sadness,1,2
210,anticipation,1,2
210,joy,1,2
215,anger,1,2
215,disgust,1,2
215,fear,1,2
215,sadness,1,2
220,fear,1,2
220,sadness,1,2
222,anger,1,2
222,disgust,1,2
222,fear,1,2
222,sadness,1,2
224,anticipation,1,2
224,fear,1,2
224,joy,1,2
224,sadness,1,2
224,surprise,1,2
224,trust,1,2
226,anger,1,2
226,anticipation,1,2
226,fear,1,2
226,joy,1,2
226,sadness,1,2
226,surprise,2,2
231,anticipation,1,2
235,anticipation,1,2
235,joy,1,2
238,joy,1,2
238,trust,2,2
240,anticipation,1,2
240,disgust,1,2
240,joy,1,2
240,surprise,1,2
240,trust,1,2
248,anger,1,2
248,disgust,1,2
249,anger,1,2
249,disgust,1,2
249,fear,1,2
249,sadness,1,2
250,anticipation,1,2
250,fear,1,2
250,sadness,1,2
261,trust,1,2
263,anticipation,1,2
264,anger,1,2
264,fear,1,2
268,surprise,1,2
277,disgust,1,2
277,fear,1,2
277,joy,1,2
277,surprise,1,2
277,trust,1,2
278,anticipation,1,2
278,joy,1,2
278,trust,1,2
284,surprise,1,2
294,anger,1,2
294,fear,1,2
294,surprise,2,2
299,fear,1,2
300,anger,1,3
300,anticipation,1,3
300,fear,1,3
300,joy,1,3
300,trust,1,3
301,sadness,1,3
303,anticipation,1,3
303,fear,1,3
303,joy,1,3
303,sadness,1,3
303,trust,2,3
305,anticipation,1,3
307,anger,1,3
308,anticipation,1,3
308,fear,1,3
308,sadness,1,3
312,anticipation,1,3
312,joy,1,3
312,trust,1,3
314,anticipation,1,3
314,joy,1,3
314,trust,1,3
318,anticipation,1,3
318,joy,1,3
318,trust,1,3
319,trust,2,3
323,fear,2,3
341,anger,2,3
343,trust,1,3
352,trust,1,3
354,fear,1,3
355,anger,1,3
355,fear,1,3
355,sadness,1,3
362,fear,1,3
362,sadness,1,3
366,fear,1,3
366,sadness,1,3
366,trust,1,3
369,anticipation,1,3
369,fear,1,3
370,fear,1,3
380,joy,1,3
380,surprise,1,3
380,trust,1,3
381,fear,1,3
389,fear,1,3
389,sadness,1,3
398,anger,1,3
398,anticipation,2,3
398,fear,1,3
398,joy,2,3
398,sadness,2,3
398,surprise,1,3
398,trust,2,3
401,fear,1,3
401,sadness,1,3
402,anger,1,3
402,fear,1,3
402,sadness,1,3
403,joy,1,3
403,trust,1,3
408,trust,1,3
409,anger,1,3
409,anticipation,2,3
409,disgust,2,3
409,fear,1,3
409,joy,2,3
409,sadness,2,3
409,surprise,1,3
409,trust,2,3
412,anticipation,1,3
412,joy,1,3
412,trust,1,3
415,trust,1,3
417,surprise,1,3
420,fear,1,3
420,sadness,1,3
420,surprise,1,3
424,disgust,1,3
424,fear,1,3
424,trust,1,3
427,disgust,1,3
427,sadness,1,3
429,anger,1,3
429,disgust,1,3
429,fear,1,3
429,surprise,1,3
431,anger,1,3
431,disgust,1,3
431,fear,1,3
431,sadness,1,3
438,fear,1,3
438,sadness,1,3
438,trust,1,3
444,trust,1,3
446,anticipation,1,3
446,joy,1,3
446,surprise,1,3
449,anticipation,1,3
449,joy,1,3
449,trust,1,3
452,anger,1,4
452,fear,1,4
452,sadness,1,4
456,fear,1,4
456,trust,1,4
457,trust,1,4
465,joy,1,4
468,anticipation,1,4
468,trust,1,4
470,anticipation,1,4
470,joy,1,4
470,trust,1,4
472,anticipation,1,4
472,trust,1,4
474,trust,2,4
475,anticipation,1,4
475,fear,1,4
475,joy,1,4
475,sadness,1,4
475,trust,1,4
476,trust,1,4
477,fear,1,4
477,sadness,1,4
486,disgust,1,4
503,anger,1,4
503,disgust,1,4
503,fear,1,4
503,sadness,1,4
522,joy,1,4
523,anticipation,1,4
525,trust,1,4
527,fear,1,4
527,sadness,1,4
530,anger,1,4
530,disgust,1,4
530,fear,1,4
530,sadness,1,4
531,joy,1,4
534,joy,1,4
534,trust,1,4
545,trust,1,4
547,anticipation,1,4
551,trust,1,4
565,joy,1,4
565,trust,1,4
581,anticipation,1,4
581,joy,1,4
581,surprise,2,4
581,trust,1,4
583,anticipation,2,4
583,joy,2,4
583,surprise,2,4
583,trust,1,4
584,fear,1,4
588,anticipation,1,4
588,joy,1,4
588,surprise,1,4
588,trust,1,4
593,joy,1,4
593,surprise,1,4
593,trust,1,4
596,trust,1,4
618,anger,1,5
618,fear,1,5
618,sadness,1,5
624,anger,1,5
625,anticipation,1,5
628,anger,1,5
630,joy,1,5
630,surprise,1,5
632,joy,1,5
632,surprise,1,5
633,anticipation,1,5
633,joy,1,5
633,trust,1,5
635,anger,1,5
635,disgust,1,5
635,fear,1,5
635,sadness,1,5
640,joy,1,5
642,sadness,1,5
647,anticipation,1,5
647,joy,1,5
647,trust,1,5
650,anger,1,5
650,disgust,2,5
650,fear,2,5
650,joy,1,5
650,sadness,1,5
650,trust,1,5
653,joy,1,5
663,joy,1,5
669,anticipation,1,5
672,surprise,1,5
687,fear,1,5
687,trust,1,5
691,anger,2,5
691,anticipation,1,5
691,disgust,2,5
691,fear,2,5
691,sadness,2,5
691,surprise,2,5
695,anger,1,5
695,anticipation,1,5
695,disgust,1,5
695,fear,1,5
695,joy,1,5
695,sadness,1,5
695,surprise,1,5
695,trust,1,5
699,anticipation,1,5
699,fear,2,5
699,sadness,1,5
701,disgust,1,5
702,fear,1,5
702,sadness,1,5
711,trust,1,5
716,anger,1,5
716,fear,1,5
716,sadness,1,5
718,anger,1,5
718,disgust,1,5
718,fear,1,5
718,sadness,1,5
721,trust,1,5
729,anger,1,5
729,fear,1,5
738,anticipation,1,5
739,anticipation,1,5
739,joy,1,5
739,trust,1,5
742,anticipation,1,5
742,trust,1,5
750,disgust,1,6
752,anticipation,1,6
755,anticipation,1,6
755,joy,1,6
755,surprise,1,6
755,trust,1,6
769,anticipation,1,6
769,joy,1,6
769,sadness,1,6
769,surprise,1,6
769,trust,1,6
784,anger,1,6
784,disgust,1,6
785,anger,1,6
785,sadness,1,6
792,anticipation,1,6
792,joy,1,6
792,trust,1,6
794,anticipation,1,6
794,joy,1,6
794,trust,1,6
801,anger,1,6
803,anticipation,1,6
803,trust,1,6
805,disgust,1,6
806,disgust,1,6
808,disgust,1,6
812,anticipation,1,6
816,joy,1,6
818,anger,1,6
820,trust,1,6
821,disgust,1,6
821,sadness,1,6
823,anger,1,6
823,anticipation,1,6
823,joy,1,6
823,surprise,1,6
823,trust,1,6
825,joy,1,6
828,anger,1,6
828,sadness,1,6
828,surprise,1,6
832,joy,1,6
832,surprise,1,6
832,trust,1,6
839,joy,1,6
839,trust,1,6
840,joy,1,6
840,surprise,1,6
840,trust,1,6
842,joy,1,6
849,disgust,1,6
852,anticipation,1,6
861,anticipation,1,6
861,joy,1,6
866,trust,1,6
868,trust,1,6
870,trust,1,6
872,surprise,1,6
877,surprise,1,6
886,anger,1,6
886,fear,1,6
886,sadness,1,6
890,anticipation,1,6
890,disgust,1,6
890,fear,1,6
890,joy,1,6
890,sadness,1,6
890,surprise,1,6
890,trust,1,6
893,anticipation,1,6
893,fear,1,6
897,sadness,1,6
901,anger,1,7
901,anticipation,1,7
901,disgust,1,7
901,joy,1,7
901,surprise,1,7
901,trust,1,7
912,anger,1,7
912,anticipation,1,7
912,disgust,1,7
912,joy,1,7
912,surprise,1,7
912,trust,1,7
913,fear,1,7
913,sadness,1,7
921,anger,1,7
921,anticipation,1,7
921,joy,1,7
921,trust,1,7
923,anger,2,7
923,disgust,1,7
926,anticipation,1,7
926,joy,1,7
926,surprise,1,7
926,trust,1,7
929,disgust,1,7
938,anticipation,1,7
938,joy,1,7
938,surprise,1,7
938,trust,1,7
953,anticipation,1,7
953,joy,1,7
954,anticipation,1,7
954,joy,1,7
954,surprise,1,7
954,trust,1,7
956,anticipation,1,7
958,anger,1,7
958,anticipation,1,7
958,joy,1,7
958,surprise,1,7
958,trust,1,7
964,fear,1,7
964,sadness,1,7
964,trust,1,7
968,fear,1,7
969,fear,1,7
969,sadness,1,7
970,fear,1,7
970,sadness,1,7
970,trust,1,7
971,fear,1,7
971,trust,1,7
982,joy,1,7
982,surprise,1,7
982,trust,1,7
983,anger,1,7
983,disgust,1,7
983,fear,1,7
983,sadness,1,7
985,joy,1,7
988,joy,1,7
988,trust,1,7
991,anticipation,1,7
991,joy,1,7
991,surprise,1,7
994,fear,1,7
995,anticipation,2,7
997,sadness,1,7
997,surprise,1,7
1011,surprise,1,7
1015,anger,1,7
1016,anger,1,7
1016,disgust,1,7
1016,fear,1,7
1016,sadness,1,7
1022,anticipation,1,7
1022,joy,1,7
1022,trust,1,7
1023,anticipation,2,7
1023,joy,2,7
1023,trust,2,7
1031,joy,1,7
1036,anticipation,1,7
1036,fear,1,7
1036,sadness,1,7
1037,anticipation,1,7
1037,joy,1,7
1037,surprise,1,7
1037,trust,1,7
1040,anger,1,7
1040,anticipation,1,7
1040,trust,1,7
1043,anger,1,7
1043,disgust,1,7
1043,fear,1,7
1044,joy,1,7
1044,trust,1,7
1045,anticipation,1,7
1045,disgust,1,7
1051,joy,1,8
1051,trust,1,8
1052,disgust,1,8
1063,sadness,1,8
1065,surprise,1,8
1067,disgust,1,8
1067,fear,1,8
1067,surprise,1,8
1068,anticipation,1,8
1068,joy,1,8
1068,surprise,1,8
1068,trust,1,8
1070,anticipation,1,8
1070,joy,2,8
1072,anticipation,1,8
1073,joy,1,8
1073,trust,1,8
1074,anger,1,8
1074,fear,1,8
1075,anger,1,8
1075,disgust,1,8
1075,fear,1,8
1075,sadness,1,8
1077,anger,1,8
1077,disgust,1,8
1077,fear,1,8
1077,sadness,1,8
1079,disgust,1,8
1088,anticipation,1,8
1088,sadness,1,8
1091,anticipation,1,8
1091,joy,1,8
1091,trust,1,8
1092,anger,1,8
1092,disgust,1,8
1092,fear,1,8
1092,sadness,1,8
1093,joy,1,8
1093,surprise,1,8
1093,trust,1,8
1095,disgust,1,8
1098,disgust,1,8
1102,anticipation,1,8
1102,joy,1,8
1102,trust,1,8
1108,anticipation,1,8
1108,joy,1,8
1111,disgust,1,8
1112,disgust,1,8
1112,joy,1,8
1116,anger,1,8
1116,disgust,1,8
1116,fear,1,8
1116,sadness,1,8
1122,anticipation,2,8
1122,trust,1,8
1128,anger,1,8
1128,fear,1,8
1128,sadness,1,8
1133,anticipation,1,8
1133,joy,1,8
1133,trust,1,8
1135,anger,1,8
1135,disgust,1,8
1135,fear,2,8
1135,sadness,2,8
1135,trust,1,8
1137,anger,1,8
1137,disgust,1,8
1137,fear,1,8
1137,sadness,1,8
1138,anticipation,1,8
1138,joy,1,8
1138,trust,1,8
1153,anticipation,1,8
1167,anticipation,1,8
1167,joy,1,8
1167,trust,1,8
1168,anticipation,1,8
1168,joy,2,8
1168,trust,1,8
1174,anticipation,1,8
1174,joy,1,8
1174,trust,1,8
1175,anticipation,1,8
1175,joy,1,8
1175,trust,1,8
1176,anticipation,1,8
1176,joy,1,8
1176,trust,1,8
1177,trust,1,8
1179,joy,1,8
1179,surprise,1,8
1179,trust,1,8
1182,joy,1,8
1186,anticipation,1,8
1186,joy,1,8
1186,surprise,1,8
1186,trust,1,8
1189,anticipation,1,8
1189,joy,1,8
1190,disgust,1,8
1204,disgust,1,9
1205,anger,1,9
1205,disgust,1,9
1205,fear,1,9
1205,sadness,1,9
1211,anticipation,1,9
1211,joy,1,9
1211,trust,1,9
1213,anger,1,9
1213,disgust,1,9
1213,fear,1,9
1224,anger,1,9
1224,disgust,1,9
1224,fear,1,9
1226,surprise,1,9
1228,anger,1,9
1228,disgust,1,9
1228,fear,1,9
1228,sadness,1,9
1232,anger,2,9
1232,fear,1,9
1232,sadness,1,9
1232,surprise,1,9
1236,anticipation,1,9
1236,surprise,1,9
1240,anger,1,9
1240,disgust,2,9
1246,anticipation,1,9
1249,anticipation,1,9
1249,joy,1,9
1249,surprise,1,9
1249,trust,1,9
1251,fear,2,9
1251,sadness,2,9
1263,anger,1,9
1263,fear,1,9
1266,anticipation,1,9
1266,fear,1,9
1266,sadness,1,9
1267,anger,1,9
1267,disgust,1,9
1267,fear,1,9
1267,surprise,1,9
1269,disgust,1,9
1269,sadness,1,9
1272,fear,1,9
1272,sadness,1,9
1275,fear,2,9
1275,sadness,1,9
1278,anger,1,9
1278,fear,1,9
1278,surprise,1,9
1279,anger,1,9
1279,disgust,1,9
1279,fear,1,9
1279,sadness,1,9
1281,trust,1,9
1286,anticipation,1,9
1286,trust,1,9
1289,anticipation,1,9
1289,trust,1,9
1295,anticipation,1,9
1297,fear,1,9
1297,trust,1,9
1301,anticipation,1,9
1306,trust,1,9
1311,anticipation,1,9
1311,trust,1,9
1318,disgust,1,9
1319,disgust,1,9
1319,fear,1,9
1321,anticipation,1,9
1321,joy,1,9
1321,sadness,1,9
1321,trust,1,9
1322,anticipation,3,9
1322,joy,3,9
1322,trust,3,9
1327,anger,1,9
1327,disgust,1,9
1327,fear,1,9
1327,sadness,1,9
1334,joy,1,9
1335,joy,2,9
1336,joy,1,9
1343,sadness,2,9
1344,joy,1,9
1349,sadness,1,9
1350,fear,1,10
1350,sadness,1,10
1350,trust,1,10
1356,fear,1,10
1356,sadness,1,10
1361,fear,1,10
1361,sadness,1,10
1362,anticipation,1,10
1362,joy,1,10
1362,trust,1,10
1365,fear,1,10
1365,joy,1,10
1365,surprise,1,10
1369,anticipation,1,10
1370,fear,1,10
1370,joy,1,10
1370,surprise,1,10
1374,disgust,1,10
1377,trust,1,10
1382,anticipation,1,10
1383,anticipation,2,10
1383,fear,2,10
1383,joy,2,10
1383,trust,2,10
1393,joy,1,10
1393,sadness,1,10
1402,fear,1,10
1407,anticipation,1,10
1408,disgust,1,10
1418,fear,1,10
1421,fear,1,10
1423,anticipation,1,10
1434,anticipation,1,10
1434,joy,1,10
1434,surprise,1,10
1434,trust,1,10
1448,anticipation,1,10
1448,fear,1,10
1456,anticipation,1,10
1459,anticipation,1,10
1459,fear,1,10
1459,joy,1,10
1459,trust,1,10
1461,anger,1,10
1461,anticipation,1,10
1461,joy,1,10
1461,surprise,1,10
1461,trust,1,10
1462,surprise,1,10
1477,anticipation,1,10
1477,fear,1,10
1477,joy,1,10
1477,trust,1,10
1482,anticipation,1,10
1482,joy,1,10
1482,trust,1,10
1484,sadness,1,10
1493,fear,1,10
1505,surprise,1,11
1508,sadness,1,11
1509,anticipation,1,11
1509,joy,1,11
1509,surprise,1,11
1509,trust,1,11
1516,anticipation,2,11
1516,joy,2,11
1516,surprise,2,11
1516,trust,2,11
1517,surprise,1,11
1521,fear,1,11
1521,surprise,1,11
1523,anticipation,1,11
1523,joy,1,11
1523,surprise,1,11
1523,trust,1,11
1524,joy,1,11
1524,trust,1,11
1528,anger,1,11
1528,disgust,1,11
1528,fear,1,11
1528,sadness,1,11
1528,surprise,1,11
1537,disgust,1,11
1538,surprise,1,11
1544,fear,1,11
1548,fear,1,11
1551,trust,2,11
1556,trust,1,11
1559,anticipation,1,11
1560,trust,1,11
1568,fear,1,11
1568,trust,1,11
1584,anticipation,1,11
1584,trust,1,11
1599,joy,1,11
1599,sadness,1,11
1599,surprise,1,11
1606,disgust,1,11
1608,joy,2,11
1608,trust,1,11
1610,anticipation,1,11
1610,joy,1,11
1610,trust,1,11
1612,fear,1,11
1619,anticipation,2,11
1619,joy,1,11
1619,surprise,1,11
1619,trust,1,11
1635,fear,1,11
1635,joy,1,11
1635,surprise,1,11
1639,fear,1,11
1639,joy,1,11
1639,surprise,1,11
1654,fear,1,12
1654,joy,1,12
1654,surprise,1,12
1664,anger,1,12
1664,disgust,1,12
1664,fear,1,12
1664,sadness,1,12
1669,anticipation,1,12
1669,joy,1,12
1669,trust,1,12
1672,fear,1,12
1672,surprise,1,12
1681,anger,1,12
1681,joy,1,12
1683,trust,1,12
1693,anger,1,12
1693,anticipation,1,12
1693,surprise,1,12
1693,trust,1,12
1697,anticipation,1,12
1697,surprise,1,12
1697,trust,1,12
1698,joy,1,12
1706,fear,1,12
1706,joy,1,12
1706,trust,1,12
1708,anticipation,1,12
1708,joy,1,12
1708,trust,1,12
1711,joy,1,12
1711,trust,2,12
1712,anticipation,1,12
1712,trust,1,12
1713,anticipation,1,12
1724,surprise,1,12
1727,anticipation,1,12
1727,fear,1,12
1727,sadness,1,12
1748,anticipation,1,12
1748,joy,1,12
1748,surprise,1,12
1748,trust,1,12
1749,anger,1,12
1749,trust,1,12
1750,fear,1,12
1750,sadness,1,12
1752,joy,1,12
1752,trust,1,12
1754,joy,1,12
1754,trust,1,12
1769,anticipation,1,12
1769,joy,1,12
1769,trust,1,12
1794,trust,1,12
1801,anger,1,13
1801,surprise,1,13
1803,anticipation,1,13
1811,anticipation,1,13
1811,joy,1,13
1811,trust,1,13
1812,joy,1,13
1812,trust,1,13
1817,anticipation,1,13
1818,joy,1,13
1818,trust,1,13
1821,fear,1,13
1821,sadness,1,13
1825,anger,1,13
1840,fear,1,13
1840,sadness,1,13
1848,anger,1,13
1848,anticipation,1,13
1848,fear,1,13
1848,joy,1,13
1848,surprise,1,13
1848,trust,1,13
1852,anger,1,13
1852,disgust,1,13
1853,anger,1,13
1853,disgust,1,13
1855,fear,1,13
1855,sadness,1,13
1859,anticipation,1,13
1860,anticipation,1,13
1860,joy,1,13
1860,surprise,1,13
1862,anger,1,13
1862,surprise,1,13
1874,anger,1,13
1874,disgust,1,13
1874,fear,1,13
1874,sadness,1,13
1879,anger,1,13
1879,anticipation,2,13
1879,disgust,1,13
1879,fear,1,13
1879,joy,1,13
1879,sadness,1,13
1879,surprise,1,13
1879,trust,1,13
1886,fear,1,13
1886,joy,1,13
1886,surprise,1,13
1891,sadness,1,13
1892,disgust,1,13
1893,anticipation,1,13
1893,joy,1,13
1893,sadness,1,13
1893,trust,2,13
1904,anger,1,13
1905,anger,1,13
1905,disgust,1,13
1906,sadness,1,13
1907,anger,1,13
1907,fear,1,13
1907,sadness,2,13
1907,surprise,1,13
1908,fear,1,13
1909,disgust,1,13
1909,sadness,1,13
1911,anger,2,13
1911,disgust,1,13
1911,fear,2,13
1911,sadness,2,13
1914,anticipation,1,13
1915,anticipation,1,13
1927,trust,1,13
1932,anticipation,1,13
1932,trust,1,13
1934,fear,1,13
1934,sadness,2,13
1935,anger,1,13
1935,fear,1,13
1935,sadness,1,13
1935,surprise,1,13
1942,anticipation,1,13
1942,surprise,1,13
1960,trust,1,14
1961,fear,1,14
1965,fear,1,14
1965,sadness,1,14
1969,trust,1,14
1973,fear,1,14
1973,sadness,2,14
1974,fear,1,14
1975,anger,1,14
1975,fear,1,14
1975,sadness,1,14
1976,trust,1,14
1982,disgust,1,14
1982,fear,1,14
1982,sadness,1,14
1993,anger,1,14
1993,disgust,1,14
1993,sadness,1,14
1998,anticipation,1,14
1998,joy,1,14
1998,surprise,2,14
2003,disgust,1,14
2011,anticipation,1,14
2011,sadness,1,14
2011,trust,1,14
2012,anticipation,1,14
2014,anger,1,14
2014,fear,1,14
2021,surprise,1,14
2022,disgust,1,14
2042,anger,2,14
2042,anticipation,1,14
2042,disgust,1,14
2042,fear,2,14
2042,sadness,1,14
2042,surprise,1,14
2045,surprise,1,14
2048,anticipation,1,14
2048,disgust,1,14
2048,joy,1,14
2048,surprise,1,14
2048,trust,1,14
2053,anticipation,1,14
2053,sadness,1,14
2053,trust,1,14
2094,disgust,1,14
2099,disgust,1,14
2099,fear,1,14
2099,sadness,1,14
2106,trust,1,15
2112,fear,1,15
2112,sadness,1,15
2123,anger,1,15
2123,sadness,1,15
2130,anticipation,1,15
2137,trust,1,15
2140,anger,1,15
2140,disgust,1,15
2140,fear,1,15
2140,sadness,1,15
2140,trust,1,15
2147,surprise,1,15
2156,anticipation,1,15
2156,surprise,1,15
2156,trust,1,15
2159,anticipation,1,15
2159,joy,2,15
2159,trust,1,15
2160,anticipation,1,15
2160,joy,1,15
2164,anticipation,1,15
2164,joy,1,15
2164,trust,1,15
2166,joy,1,15
2166,trust,1,15
2167,anticipation,1,15
2170,surprise,1,15
2172,anticipation,1,15
